epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
0,0.0,0.13308067619800568,0.3658508062362671,3.629352569580078,0.2238643616437912,0.0,0.18960298597812653,0.59316086769104,3.2701504230499268,0.293733149766922
1,0.0,0.24978648126125336,0.9648392200469971,2.8045265674591064,0.3523615598678589,0.0,0.0670323446393013,0.10500428825616837,4.098205089569092,0.17034147679805756
2,0.0,0.25529229640960693,0.9792326092720032,2.641995429992676,0.36428773403167725,0.0,0.06893680989742279,0.09525056928396225,4.279864311218262,0.1730988770723343
3,0.0,0.25924447178840637,0.9888253808021545,2.5740010738372803,0.37180545926094055,0.0,0.08300960808992386,0.09515529870986938,4.316182613372803,0.1885024905204773
4,1.6924826695685624e-06,0.2644287645816803,0.9920114874839783,2.531890392303467,0.3810799717903137,0.0,0.09298646450042725,0.09515529870986938,4.284366130828857,0.21304668486118317
5,0.0004146582505200058,0.3051251769065857,0.9941385388374329,2.3735179901123047,0.44891706109046936,3.572789501049556e-05,0.27224165201187134,0.12681300938129425,3.1154558658599854,0.44254302978515625
6,0.13813504576683044,0.6315150260925293,0.9932643175125122,1.329001545906067,0.7732025384902954,0.564895749092102,0.8994283080101013,0.9957960247993469,0.49083957076072693,0.9448064565658569
7,0.3614034354686737,0.8403074145317078,0.9974976778030396,0.6662608981132507,0.9091677069664001,0.7252070307731628,0.951570451259613,0.9999166131019592,0.2946770191192627,0.975959062576294
8,0.5368350744247437,0.903840959072113,0.9987255334854126,0.44671982526779175,0.951885461807251,0.8285768032073975,0.9720681309700012,0.9999404549598694,0.21597638726234436,0.9877161383628845
9,0.6544181704521179,0.9344587922096252,0.9991846680641174,0.3420858383178711,0.9691382050514221,0.8737048506736755,0.9798567295074463,0.9999642968177795,0.18299756944179535,0.9908037781715393
10,0.7194663882255554,0.9492426514625549,0.9993128776550293,0.2898556590080261,0.9756734371185303,0.895650327205658,0.9836539030075073,0.9999642968177795,0.16630321741104126,0.992365837097168
11,0.7601982951164246,0.9579281806945801,0.9994634985923767,0.25782954692840576,0.9795085787773132,0.9089582562446594,0.9858652353286743,0.9999523758888245,0.15611843764781952,0.9932959079742432
12,0.786550760269165,0.9635023474693298,0.9995684027671814,0.23651860654354095,0.9823220372200012,0.920815646648407,0.9876754283905029,0.9999642968177795,0.14765214920043945,0.9946322441101074
13,0.8153924942016602,0.968558132648468,0.9995464086532593,0.21695302426815033,0.9863031506538391,0.9392035603523254,0.9902999401092529,0.9999761581420898,0.13864848017692566,0.9965317845344543
14,0.8427923917770386,0.9735251069068909,0.9996479749679565,0.19954732060432434,0.9896469712257385,0.9496327638626099,0.9918045401573181,0.9999761581420898,0.1325727105140686,0.997397243976593
15,0.8648791313171387,0.9771316051483154,0.9997054934501648,0.1863008737564087,0.9917207956314087,0.9568821787834167,0.9928640723228455,0.9999761581420898,0.12815627455711365,0.9977551102638245
16,0.8792340755462646,0.9797272086143494,0.9997292160987854,0.17710326611995697,0.99287348985672,0.9613005518913269,0.9935339689254761,0.9999880790710449,0.1254155933856964,0.9979113936424255
