epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
0,0.0,0.06996894627809525,0.24626801908016205,3.917384386062622,0.14317427575588226,0.0,0.09354785829782486,0.00826871208846569,3.7415192127227783,0.16621463000774384
1,0.0,0.13011537492275238,0.9292701482772827,3.1565980911254883,0.23580476641654968,0.0,0.13281361758708954,0.9437299370765686,3.0291247367858887,0.24092328548431396
2,0.0,0.1421855390071869,0.9695664644241333,2.956021308898926,0.26101934909820557,0.0,0.14685001969337463,0.9979653358459473,2.8662312030792236,0.2687937915325165
3,0.0,0.1446555107831955,0.9840050339698792,2.9038734436035156,0.26431965827941895,0.0,0.14819176495075226,0.999885082244873,2.849526882171631,0.27033907175064087
4,0.0,0.14705218374729156,0.9876345992088318,2.8706417083740234,0.2666943669319153,0.0,0.15181368589401245,1.0,2.823488473892212,0.27393749356269836
5,0.0,0.1570095270872116,0.9910341501235962,2.8435702323913574,0.2705156207084656,0.0,0.1651279628276825,1.0,2.801063060760498,0.27952149510383606
6,0.0,0.17818409204483032,0.9928081035614014,2.794926404953003,0.2875758707523346,0.0,0.1937188059091568,0.9999425411224365,2.7284276485443115,0.3102993071079254
7,0.0,0.22147448360919952,0.9923698306083679,2.5808424949645996,0.3801860213279724,0.0,0.2711225152015686,1.0,2.3518917560577393,0.47624078392982483
8,0.0036974253598600626,0.47890251874923706,0.9925598502159119,1.7514643669128418,0.6766930222511292,0.022033805027604103,0.6995385885238647,0.9999425411224365,1.1824795007705688,0.7975932955741882
9,0.032983966171741486,0.7245326042175293,0.9957887530326843,1.0345786809921265,0.8225785493850708,0.08919337391853333,0.8274273872375488,1.0,0.722880482673645,0.8676156401634216
10,0.1887519210577011,0.8216220736503601,0.997265100479126,0.7103637456893921,0.8947491645812988,0.41708725690841675,0.907318115234375,1.0,0.43618521094322205,0.9483717679977417
11,0.4110756516456604,0.8818384408950806,0.998390793800354,0.5178124904632568,0.9381331205368042,0.669273853302002,0.9465830326080322,1.0,0.31282657384872437,0.9677976965904236
12,0.565122663974762,0.9133432507514954,0.9988558888435364,0.4187030792236328,0.953275740146637,0.7770910263061523,0.9619278907775879,1.0,0.25919491052627563,0.9732336401939392
13,0.637562096118927,0.9287092089653015,0.99913090467453,0.3634824752807617,0.9615484476089478,0.824158251285553,0.968820333480835,1.0,0.22603219747543335,0.9799951910972595
14,0.69415283203125,0.9409456849098206,0.9993059635162354,0.3177109956741333,0.969940185546875,0.8630259037017822,0.9760199189186096,1.0,0.19439242780208588,0.986859142780304
